Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Product Image ID - 3,Product Image File - 3,Product Image Description - 3,Product Image Is Thumbnail - 3,Product Image Sort - 3,Product Image ID - 4,Product Image File - 4,Product Image Description - 4,Product Image Is Thumbnail - 4,Product Image Sort - 4,Product Image ID - 5,Product Image File - 5,Product Image Description - 5,Product Image Is Thumbnail - 5,Product Image Sort - 5,Product Image ID - 6,Product Image File - 6,Product Image Description - 6,Product Image Is Thumbnail - 6,Product Image Sort - 6,Search Keywords,Page Title,Meta Keywords,Meta Description,MYOB Asset Acct,MYOB Income Acct,MYOB Expense Acct,Product Condition,Show Product Condition?,Event Date Required?,Event Date Name,Event Date Is Limited?,Event Date Start Date,Event Date End Date,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled,Avalara Product Tax Code,Product Custom Fields
  SKU,1076,"[RT]Size=XS,[CS]Color=Silver:#cccccc",,GMCBWCS-SILVER-XS-1BDCA51F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1077,"[RT]Size=S,[CS]Color=Silver:#cccccc",,GMCBWCS-SILVER-S-944F6A19,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1078,"[RT]Size=M,[CS]Color=Silver:#cccccc",,GMCBWCS-SILVER-M-43A0B5A9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1079,"[RT]Size=L,[CS]Color=Silver:#cccccc",,GMCBWCS-SILVER-L-1EF9E4D9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1080,"[RT]Size=XL,[CS]Color=Silver:#cccccc",,GMCBWCS-SILVER-XL-A031E254,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1081,"[RT]Size=XS,[CS]Color=Black:#000000",,GMCBWCS-BLACK-XS-621BCCF1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1082,"[RT]Size=S,[CS]Color=Black:#000000",,GMCBWCS-BLACK-S-422D4F54,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1083,"[RT]Size=M,[CS]Color=Black:#000000",,GMCBWCS-BLACK-M-A1A6507C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1084,"[RT]Size=L,[CS]Color=Black:#000000",,GMCBWCS-BLACK-L-BF7AE541,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1085,"[RT]Size=XL,[CS]Color=Black:#000000",,GMCBWCS-BLACK-XL-D063E455,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1086,"[RT]Size=XS,[CS]Color=Purple:#700170",,GMCBWCS-PURPLE-XS-34D354E0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1087,"[RT]Size=S,[CS]Color=Purple:#700170",,GMCBWCS-PURPLE-S-365A79A8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1088,"[RT]Size=M,[CS]Color=Purple:#700170",,GMCBWCS-PURPLE-M-3C7BA20A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1089,"[RT]Size=L,[CS]Color=Purple:#700170",,GMCBWCS-PURPLE-L-B05E58FC,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1090,"[RT]Size=XL,[CS]Color=Purple:#700170",,GMCBWCS-PURPLE-XL-0BB6DAF0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1091,"[RT]Size=XS,[CS]Color=Blue:#123c91",,GMCBWCS-BLUE-XS-002A1F91,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1092,"[RT]Size=S,[CS]Color=Blue:#123c91",,GMCBWCS-BLUE-S-5FA73DB7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1093,"[RT]Size=M,[CS]Color=Blue:#123c91",,GMCBWCS-BLUE-M-1AD83C20,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1094,"[RT]Size=L,[CS]Color=Blue:#123c91",,GMCBWCS-BLUE-L-C8F2315D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1095,"[RT]Size=XL,[CS]Color=Blue:#123c91",,GMCBWCS-BLUE-XL-21A8561E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1096,"[RT]Size=XS,[CS]Color=Green:#0f961e",,GMCBWCS-GREEN-XS-D2AEF9EB,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1097,"[RT]Size=S,[CS]Color=Green:#0f961e",,GMCBWCS-GREEN-S-0DD4AE05,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1098,"[RT]Size=M,[CS]Color=Green:#0f961e",,GMCBWCS-GREEN-M-2A1651E6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1099,"[RT]Size=L,[CS]Color=Green:#0f961e",,GMCBWCS-GREEN-L-ED9B9C25,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1100,"[RT]Size=XL,[CS]Color=Green:#0f961e",,GMCBWCS-GREEN-XL-9390D09D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1101,"[RT]Size=XS,[CS]Color=Yellow:#f0f005",,GMCBWCS-YELLOW-XS-2D83B9FB,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1102,"[RT]Size=S,[CS]Color=Yellow:#f0f005",,GMCBWCS-YELLOW-S-4308DD20,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1103,"[RT]Size=M,[CS]Color=Yellow:#f0f005",,GMCBWCS-YELLOW-M-FC31DA05,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1104,"[RT]Size=L,[CS]Color=Yellow:#f0f005",,GMCBWCS-YELLOW-L-C18DC107,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1105,"[RT]Size=XL,[CS]Color=Yellow:#f0f005",,GMCBWCS-YELLOW-XL-D07CD322,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1106,"[RT]Size=XS,[CS]Color=Orange:#e35e20",,GMCBWCS-ORANGE-XS-947145DA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1107,"[RT]Size=S,[CS]Color=Orange:#e35e20",,GMCBWCS-ORANGE-S-D861729C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1108,"[RT]Size=M,[CS]Color=Orange:#e35e20",,GMCBWCS-ORANGE-M-37C06961,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1109,"[RT]Size=L,[CS]Color=Orange:#e35e20",,GMCBWCS-ORANGE-L-5ED0EEFE,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1110,"[RT]Size=XL,[CS]Color=Orange:#e35e20",,GMCBWCS-ORANGE-XL-D009CC08,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1111,"[RT]Size=XS,[CS]Color=Red:#e60c0c",,GMCBWCS-RED-XS-0BA6E765,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1112,"[RT]Size=S,[CS]Color=Red:#e60c0c",,GMCBWCS-RED-S-AE271E2F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1113,"[RT]Size=M,[CS]Color=Red:#e60c0c",,GMCBWCS-RED-M-723E969F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1114,"[RT]Size=L,[CS]Color=Red:#e60c0c",,GMCBWCS-RED-L-59748F57,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1115,"[RT]Size=XL,[CS]Color=Red:#e60c0c",,GMCBWCS-RED-XL-8A142545,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1116,"[RT]Size=XS,[CS]Color=Pink:#e841c1",,GMCBWCS-PINK-XS-382E9532,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1117,"[RT]Size=S,[CS]Color=Pink:#e841c1",,GMCBWCS-PINK-S-0034FF56,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1118,"[RT]Size=M,[CS]Color=Pink:#e841c1",,GMCBWCS-PINK-M-4EC53291,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1119,"[RT]Size=L,[CS]Color=Pink:#e841c1",,GMCBWCS-PINK-L-A3677887,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1120,"[RT]Size=XL,[CS]Color=Pink:#e841c1",,GMCBWCS-PINK-XL-12FB8C00,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,44,"[Sample] G-STAR, grey tee shirt w/ black anchor print",P,GSGTSBAP,,,Apparel,Right,"<p><strong>How to write product descriptions that sell</strong><br />One of the best things you can do to make your store successful is invest some time in writing great product descriptions. You want to provide detailed yet concise information that will entice potential customers to buy.<br /><br /><strong>Keep three things in mind:</strong><br /><br /><strong>Think like a consumer</strong><br />Think about what you as a consumer would want to know, then include those features in your description. For clothes: materials and fit. For food: ingredients and how it was prepared. Bullets are your friends when listing features &mdash; try to limit each one to 5-8 words.<br /><br /><strong>Find differentiators</strong><br />Pepper your features with details that show how the product stands out against similar offerings. For clothes: is it vintage or hard to find? For art: is the artist well known? For home d&eacute;cor: is it a certain style like mid-century modern? Unique product descriptions not only help you stand out, they improve your SEO.<br /><br /><strong>Keep it simple</strong><br />Provide enough detail to help consumers make an informed decision, but don&rsquo;t overwhelm with a laundry list of features or flowery language. Densely pack your descriptions with useful information and watch products fly off the shelf.</p>",39,0,0,0,0,Y,,0.5,8,6,4,Y,Y,,none,0,0,Mens,158,%%SAMPLE%%/menstyle_iss_46_91707__28569.jpg,"Grey printed black, Gant Tee",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,Delivery Date,N,0,0,0,Default Tax Class,,N,/sample-g-star-grey-tee-shirt-w-black-anchor-print/,,,,,,,,,,,,N,,
  SKU,1031,"[RT]Size=XS,[CS]Color=Silver:#cccccc",,GSGTSBAP-SILVER-XS-55890DA7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1032,"[RT]Size=S,[CS]Color=Silver:#cccccc",,GSGTSBAP-SILVER-S-72E48DD9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1033,"[RT]Size=M,[CS]Color=Silver:#cccccc",,GSGTSBAP-SILVER-M-7803C00C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1034,"[RT]Size=L,[CS]Color=Silver:#cccccc",,GSGTSBAP-SILVER-L-F394A5E4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1035,"[RT]Size=XL,[CS]Color=Silver:#cccccc",,GSGTSBAP-SILVER-XL-71C0EC17,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1036,"[RT]Size=XS,[CS]Color=Black:#000000",,GSGTSBAP-BLACK-XS-644F07DC,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1037,"[RT]Size=S,[CS]Color=Black:#000000",,GSGTSBAP-BLACK-S-64CFC111,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1038,"[RT]Size=M,[CS]Color=Black:#000000",,GSGTSBAP-BLACK-M-760FD511,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1039,"[RT]Size=L,[CS]Color=Black:#000000",,GSGTSBAP-BLACK-L-1365964D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1040,"[RT]Size=XL,[CS]Color=Black:#000000",,GSGTSBAP-BLACK-XL-EA566C42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1041,"[RT]Size=XS,[CS]Color=Purple:#700170",,GSGTSBAP-PURPLE-XS-9A36DDEE,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1042,"[RT]Size=S,[CS]Color=Purple:#700170",,GSGTSBAP-PURPLE-S-7D885F3F,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1043,"[RT]Size=M,[CS]Color=Purple:#700170",,GSGTSBAP-PURPLE-M-A7E3D608,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1044,"[RT]Size=L,[CS]Color=Purple:#700170",,GSGTSBAP-PURPLE-L-44966EDB,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1045,"[RT]Size=XL,[CS]Color=Purple:#700170",,GSGTSBAP-PURPLE-XL-50B4F774,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1046,"[RT]Size=XS,[CS]Color=Blue:#123c91",,GSGTSBAP-BLUE-XS-A3599894,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1047,"[RT]Size=S,[CS]Color=Blue:#123c91",,GSGTSBAP-BLUE-S-18AEB23A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1048,"[RT]Size=M,[CS]Color=Blue:#123c91",,GSGTSBAP-BLUE-M-EAA06B3C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1049,"[RT]Size=L,[CS]Color=Blue:#123c91",,GSGTSBAP-BLUE-L-A9C55083,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1050,"[RT]Size=XL,[CS]Color=Blue:#123c91",,GSGTSBAP-BLUE-XL-4F4C5034,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1051,"[RT]Size=XS,[CS]Color=Green:#0f961e",,GSGTSBAP-GREEN-XS-D684FD6C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1052,"[RT]Size=S,[CS]Color=Green:#0f961e",,GSGTSBAP-GREEN-S-21A652D0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1053,"[RT]Size=M,[CS]Color=Green:#0f961e",,GSGTSBAP-GREEN-M-FC757607,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1054,"[RT]Size=L,[CS]Color=Green:#0f961e",,GSGTSBAP-GREEN-L-1E4EF2BC,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1055,"[RT]Size=XL,[CS]Color=Green:#0f961e",,GSGTSBAP-GREEN-XL-A2109DF9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1056,"[RT]Size=XS,[CS]Color=Yellow:#f0f005",,GSGTSBAP-YELLOW-XS-DE63C6F7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1057,"[RT]Size=S,[CS]Color=Yellow:#f0f005",,GSGTSBAP-YELLOW-S-9DC26E70,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1058,"[RT]Size=M,[CS]Color=Yellow:#f0f005",,GSGTSBAP-YELLOW-M-4115B1B5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1059,"[RT]Size=L,[CS]Color=Yellow:#f0f005",,GSGTSBAP-YELLOW-L-8AB88B0E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1060,"[RT]Size=XL,[CS]Color=Yellow:#f0f005",,GSGTSBAP-YELLOW-XL-8FF3896A,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1061,"[RT]Size=XS,[CS]Color=Orange:#e35e20",,GSGTSBAP-ORANGE-XS-CF056C05,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1062,"[RT]Size=S,[CS]Color=Orange:#e35e20",,GSGTSBAP-ORANGE-S-529570D8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1063,"[RT]Size=M,[CS]Color=Orange:#e35e20",,GSGTSBAP-ORANGE-M-3F22596C,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1064,"[RT]Size=L,[CS]Color=Orange:#e35e20",,GSGTSBAP-ORANGE-L-0788838E,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1065,"[RT]Size=XL,[CS]Color=Orange:#e35e20",,GSGTSBAP-ORANGE-XL-535B8B11,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1066,"[RT]Size=XS,[CS]Color=Red:#e60c0c",,GSGTSBAP-RED-XS-A8A3F40D,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1067,"[RT]Size=S,[CS]Color=Red:#e60c0c",,GSGTSBAP-RED-S-85CA2D04,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1068,"[RT]Size=M,[CS]Color=Red:#e60c0c",,GSGTSBAP-RED-M-63D43227,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1069,"[RT]Size=L,[CS]Color=Red:#e60c0c",,GSGTSBAP-RED-L-5A0488FD,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1070,"[RT]Size=XL,[CS]Color=Red:#e60c0c",,GSGTSBAP-RED-XL-680DAEFF,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SKU,1071,"[RT]Size=XS,[CS]Color=Pink:#e841c1",,GSGTSBAP-PINK-XS-CD0AAB6B,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
